id,order_id,payment_method,amount,transaction_id,paid_at,created_at,updated_at
06707af5-c2bb-4bbb-830b-ecdcf1956b9c,a7e71cbc-b4fa-4e99-bb53-05e7e8350c9d,credit_card,8478.95,52e958fc-2261-4bcb-b773-b88c0a4fe8fb,2026-02-17,2025-10-16,2025-06-10
2a98c652-9a86-4cc1-9e8f-03f6c88bc65d,8f9e0508-d24a-4a65-ae1a-4b78d9f8f6b7,credit_card,7052.63,a0c49416-f220-4741-8f34-52e75d1308fb,2025-11-12,2026-01-06,2026-02-24
5a5408b6-ff77-4f50-b708-891e9a30ac34,96c8249c-08cc-420a-9615-a574a023d05f,pix,986.85,a4a9890f-7713-49e5-9321-77973b7ff1e9,2025-07-06,2025-08-18,2026-01-15
41fc8d90-6525-4911-8736-f50d6e94ca89,c454f249-9b0e-462e-aa25-b09eba5a36aa,debit_card,8524.53,b3c2f9ef-92f0-4f67-be94-de06aa666a93,2025-08-12,2025-06-22,2025-11-26
8e492821-33a0-458a-9f9e-0ac57d024121,c8fa418c-1e91-40cc-a011-2db3b80dd0a3,credit_card,2938.21,f3ec6411-c4c0-4170-846b-43717d3e0b35,2026-03-19,2026-02-19,2025-11-27
5ce6b7fd-b517-4d2d-ae18-3eb84bf022cd,2b835467-e573-4b55-9973-1ae658026879,credit_card,6827.44,39cf5f30-2dfa-4a45-9af3-ff4cdb4228b1,2025-08-04,2025-11-10,2025-10-17
46b0aac2-0a29-4ead-80bf-ab561664d5e5,4cfac07e-5241-4cb0-a3b9-d5eb2f19eb60,pix,6666.21,36a6435a-f1ef-4482-a8a4-5215613d45b3,2026-05-01,2026-03-25,2025-08-28
8fc4ca26-e8e6-46de-b2b0-02fdbb65cfa5,0bd19e0e-2e5b-458d-ab1d-67db3cf1f99e,credit_card,2502.93,c35d3caa-9654-4f1c-8047-3d7fa1b0458e,2026-03-16,2026-02-24,2025-08-08
0106ade3-cbff-4021-be44-c09251af15cd,9cbb112d-0b34-4142-9b67-ddb7952a53e6,credit_card,4938.58,129e070a-f819-4b55-a105-5f6662eb4ea8,2026-05-21,2026-05-08,2026-02-25
b559c239-0bfc-4194-8266-fcab9799f985,fc32ac1b-eb4a-4099-a202-f08943025ec2,debit_card,6172.96,4789af0c-06fd-4638-99f5-02a81642b693,2026-04-29,2025-07-08,2025-09-18
4893d656-8b59-4d60-babf-f4e7667d5968,ad6dc67c-6017-4145-9acd-e72bbe6dce81,debit_card,2379.83,b304ce31-4e90-4be5-88a0-db9b2d45ce6a,2026-01-08,2026-04-18,2025-08-31
54eeb20b-0ec6-4c21-8a36-c00198217d4d,20a3ce32-4f2b-43a1-a2b0-5e252a09d710,check,9568.82,592c42b4-57e0-44d3-ba48-ff1a71a4d9a2,2025-06-01,2026-04-07,2025-06-19
c7a8d250-f420-45e8-a2ab-c1ddc3cc312f,b5ccb048-692f-47b8-88bd-26f1455fc4bd,credit_card,6317.41,6c456dac-5da6-4d96-b423-6e2eb88fe09b,2025-08-19,2025-11-05,2025-08-09
f53e95ae-7256-4d75-999a-3b1ff96d98f5,c4edeb04-afef-4968-85aa-20e308ea3395,debit_card,2589.81,6fbe6e96-c971-4ea3-8808-2a5006fd5e6f,2025-08-20,2025-12-04,2025-10-21
0d0ea277-7444-4049-8f28-c543185ff137,ccf3e812-bbaf-48a5-9121-a1789639cdba,check,9264.17,79a73299-03e7-4840-9b4d-7087d73a1c83,2026-04-28,2025-06-24,2026-03-24
60585d41-eb32-404f-8b0c-63ce2a902c13,c520f34f-5e37-4373-adec-aa1877f18bfc,pix,1393.37,5fa3e6d1-e45b-418d-a730-182cfd250f08,2026-05-17,2026-04-05,2025-09-28
a284afb8-407b-4703-86d2-1ed7cf4eb076,040cfea3-e446-422c-9496-31bd873f67ed,pix,6373.67,83d8aca0-a87c-4ca1-9662-f26e5b4b282b,2026-02-08,2026-02-15,2025-07-27
94f76ca3-74ce-4b5c-9321-68bf66c4ad34,42027d73-2588-48ae-8ef0-0b6454c6c636,pix,6135.82,ce7124c1-1c18-4fcf-92af-ca5b224553a4,2026-04-18,2025-11-11,2025-11-11
09e9a177-c58d-46d5-b946-fe0552df6130,bd39e781-f1d4-49dc-ac0b-1beb61f22ca1,debit_card,5166.73,e08e83dc-9e6a-46ff-bfb5-d80da2024794,2026-02-17,2025-12-06,2026-01-31
29102c1c-3366-42b0-8775-0acf8d9607c5,0cdfb29a-81a1-4a59-9b4d-96898bbdac78,check,4068.67,6ff1b9c7-c31d-45df-b3f9-d114c8152a1c,2025-10-06,2025-10-18,2026-03-13
7c4ad8f5-7fa5-4b5f-9044-dbd889602865,650055ba-b6c9-4945-bf14-d60ae0585dbc,check,348.21,8d250d1b-6a60-4949-b269-918b33337201,2025-11-22,2026-05-17,2026-03-30
6fdb43ec-35ce-45cd-9c59-7f390e5bda7e,96f30ffa-6d02-44b8-a69b-d7c79bca15f4,credit_card,6519.59,774043a2-fe0d-4a9c-8053-d4e91efd6802,2025-09-08,2026-02-13,2026-01-29
9ca657f2-01aa-46db-91b4-ffe6f9fde0cc,eafae743-2a80-4703-bbde-fba8989b311c,debit_card,36.04,27fe186e-f107-4984-bedc-41e731dddf0d,2025-10-17,2025-08-04,2025-09-23
16736391-a3e2-4de8-b467-2b0794f33673,62abf084-8485-495b-a81d-efa981a5d6c4,credit_card,8203.95,cd904eab-812c-4c22-ad03-3c02a33fd29e,2026-03-03,2025-08-26,2026-05-04
772cf3df-6ce3-43a2-8ca9-cc3e8460783a,e7b6c52c-54be-4c08-b0bb-7e4e4b80eaab,check,6491.8,d1e41958-59c5-4d17-9ecd-ece9be88cd68,2025-08-23,2025-08-15,2025-12-07
2f2adfbe-1d20-4f26-a9d0-2917cc0a66ca,164d2931-2f5d-4cd8-b879-a45f0a154486,check,3438.65,653bb62b-b123-4c38-98c2-3017a85c9248,2025-06-16,2025-09-15,2025-10-23
78366c60-a81f-4604-9c5e-1c041565361d,a70f8cf7-576f-45a7-8e91-a4488a91a223,check,1497.63,20d0283d-a4a3-40e8-bb2b-4c74ec62cdc2,2025-07-24,2025-12-01,2025-08-17
d5524cb2-1353-4196-bf38-8031d21f2e89,b5ccb048-692f-47b8-88bd-26f1455fc4bd,check,6317.41,cb7e3f98-02f8-421c-9f79-28dc1a9d0f0e,2026-02-02,2025-12-23,2025-05-31
683f8428-d6fc-4697-afbf-4247d823aa80,0917020a-9232-484a-a03d-0d0de41fb98c,debit_card,2384.27,fde41e3e-a2b0-4370-a608-dae2791f042a,2025-09-19,2026-04-02,2026-01-10
d54a0600-6470-4f15-bb67-0b924a25f490,af8a2de5-6b89-4949-a38c-a6f408dad615,debit_card,9387.62,dd564224-4fda-4a71-9508-c19ecd5b68e6,2025-09-22,2025-05-30,2025-07-20
679999af-1763-435b-9ab5-422bd6f87e60,cde794d0-9075-459e-baae-51cc6030fe4c,pix,7253.26,0690aa0f-1473-4b80-9dac-c86e853eb2bc,2026-05-12,2025-06-13,2025-12-05
6d805312-2337-4956-830a-b32ddee0a95c,c7c85a7f-6d64-46e4-9179-30d92920e007,credit_card,4702.97,6f6b6190-9a52-40e7-b601-dd1c6f893f72,2026-01-08,2025-09-01,2026-03-17
a0a9f59b-d517-4381-82a1-fe272f974aa0,bd3ae956-160b-4de0-9cbf-db233fa787d2,debit_card,7352.36,cb242d4f-af92-4dae-8900-f4092cae7ede,2026-02-07,2026-02-07,2026-04-29
3bd46901-5fd3-449b-a0a7-1dbef46e90a2,05832e56-2630-4338-b1ec-11033c7df866,check,984.46,2fed5b06-0e6d-47e3-9465-f1c1ed211abe,2025-07-23,2026-03-02,2026-03-10
50911882-d9c4-43fe-9d98-9c7f8ecf5cbd,76d463be-1a66-48c2-acf0-940d325d88a9,debit_card,5944.9,058158f8-d505-41e9-b03b-9c17bef75724,2025-08-15,2025-10-22,2026-04-11
b87f50fe-2c56-410d-aee6-cd661e14ec60,fdcb0ba1-40bc-4a94-8127-a5120f3d4d5d,check,3805.84,5b6b9e2f-e0a3-4a0e-9665-abb2a923e5c7,2025-10-28,2026-01-28,2026-01-01
aa6c07f6-2da9-4706-af7e-a9647c31fe3c,1a339aba-c303-47c8-b6b9-1fc8cbd44232,credit_card,2236,29b9d8f9-1115-4f25-984c-7c756a8ade4c,2025-07-26,2026-02-27,2025-10-21
3b975797-d485-4009-b475-8cf47a755701,7f94c880-10a1-4b61-89e2-bfb382cd87d8,credit_card,4849.95,57cc0605-bae8-4abd-b187-359f1163255e,2025-09-24,2025-07-16,2025-11-21
a040e7c4-1213-446f-b8dd-b6b60c277a01,b8037550-8aaa-4863-aead-0a35db607ae0,pix,7159.02,c206fa4c-cfef-4daf-90d0-521c8b1e78a3,2026-05-10,2025-09-12,2026-03-31
ab3cd869-e14b-49c7-9ff5-9cacc758fcac,ef400a6d-2e97-4d7d-80a0-8802f26f15ec,credit_card,1282.75,7e1a0856-d53d-4a4e-9def-bd97d32d12ff,2026-01-02,2025-05-29,2025-07-19
7db07d6f-2ffb-484f-b16b-7ede446651a0,a5b00c82-fe5d-4fa0-930b-7ee8542d3f9b,debit_card,8871.41,d6dbe497-414a-4637-9c5d-f33a647fc0f6,2025-12-18,2025-07-03,2025-08-12
27d718c6-38b7-4dae-af52-2cb68012a5f7,d8c9b6bc-d2c7-4286-8c6d-b0f3a2a303b3,check,6837.08,16178b6f-961d-42dd-95dc-6ce46ab58272,2026-01-22,2025-12-22,2026-04-15
f775fa18-f6f2-45a7-9161-fa71a52f1a75,25861597-657f-4efc-8e1f-ae5689d7af3c,pix,4220.75,224efb5c-5619-444a-a074-544c9029a835,2025-10-02,2026-04-21,2026-04-03
6dac2b57-ac03-4995-ab97-cf8e517ca1ac,9d1d378c-e300-40ef-acdf-fbfafa5f3105,pix,6593.67,64d1aa13-909d-4adc-bf7d-4570d6274048,2025-09-29,2025-10-24,2026-02-18
cfec2d22-1fee-4808-9f6a-cf3421a70225,fb8fe3d2-1a74-4acd-99df-c9782fae8afb,debit_card,5587.76,45231d62-e64d-4887-b839-2b1b492d418f,2026-01-30,2026-04-26,2025-05-31
1944b385-3b18-43c4-97bd-af4a3e020ea7,491bfd74-8bd5-4e9f-8bbf-02d54818aa52,credit_card,5482.37,106cc854-8c54-4dc9-97e9-ec7332df539a,2026-05-11,2026-02-20,2025-09-25
1eefb74a-a953-474b-b732-99ae8d6b30d0,89798284-3568-4124-9fb2-3292fc71c0c1,pix,5703.85,a6c4c537-7b9e-49fb-b871-babfe7427553,2026-01-10,2025-09-30,2025-07-18
0ba6f631-397f-419c-934e-4d01e56b4e81,c9cc0581-9ddd-403d-bfd2-2e9489deb9d8,pix,3790.72,52b10683-d2c1-4d27-aac3-087d5ebe3467,2026-04-26,2025-12-19,2025-08-17
96d4d376-3215-473a-b403-e0aed423a684,24a06a6c-2a6f-4ccc-b987-7befb62868cf,pix,9698.58,cad085b4-6e28-4dcb-903c-2f7467192af1,2026-01-02,2026-05-06,2025-06-02
349903f3-a455-436b-9e2e-f79be4975882,07d6f6c6-604c-42a7-a248-c5f133ba5544,credit_card,3768.85,8697e695-1461-4348-85d1-3c6e388db805,2026-01-15,2025-10-04,2025-07-20
50bc2e81-be23-4881-be63-b2ff3a5d3302,ecc74b69-0f5c-4614-8d35-386c2b13446c,credit_card,4216.21,feb96c95-e056-4f52-b5fc-4a018bbef926,2026-02-10,2026-03-26,2025-11-04
fbbe741f-cd7f-4991-94ca-d37b882bdbd2,6b1c3eb6-0382-499d-adae-ab649885d3bc,debit_card,3828.6,adc1c226-aaf1-4bea-8800-2c2f544e17b9,2026-01-23,2025-08-25,2026-04-16
fa76c49f-395f-47f1-8ecb-c3eca47b27b7,0d5ffcf5-5517-467f-9d38-ecec31c58eee,credit_card,5675.09,0039c0b3-a7b5-4215-ac50-2d149bd1598b,2025-11-02,2025-10-21,2025-11-29
fa2f53aa-692e-43ae-ba40-561f5a3b69e8,57cbf303-8a93-4f99-a65b-a1107a61e9e6,debit_card,3853.34,9647bd45-2275-4815-b359-88fcfefa5beb,2025-11-05,2025-08-25,2026-03-04
6e61c38c-e0ab-4525-aabd-62f96626814e,bd3ae956-160b-4de0-9cbf-db233fa787d2,check,7352.36,3ce58e67-a1da-4295-8647-26b00c4d225c,2025-07-09,2025-07-01,2026-05-14
26dd3800-d782-4df8-9732-cff70617c02d,2b835467-e573-4b55-9973-1ae658026879,pix,6827.44,5b00c7d1-bd68-466a-8dc7-0d09cd127369,2026-03-18,2025-10-20,2025-11-27
2699e186-80ae-44e7-b4d7-61816592a357,df6471fd-c4bd-42f9-93ab-a2c82e459de6,pix,7560.58,75e348e7-c8e5-41dd-ba94-747056bf5325,2025-10-17,2025-07-08,2026-03-23
3442ff6d-68ee-4279-a9db-790e7db68dd8,9d4bc32a-d632-4a27-89ea-d5daeffd2318,credit_card,7397.6,ea60632a-017d-4ab4-b543-3701741cec07,2025-08-31,2025-06-01,2025-09-17
d0b9d11d-5e7e-4551-bff3-9c899b15e9ab,7c840b68-6ae6-47a0-bfd4-5640b3d21550,check,5825.7,103c2d9d-54f5-468d-8caf-0f418b1df723,2025-12-09,2025-11-26,2026-03-25
d8d8829b-067d-4840-9dfe-d38c1b06d03c,d7f8c7ea-c9b9-4eb6-b8dd-99aceb119caf,debit_card,2808.64,93a71a7e-87be-42ea-a63a-6f0979c83698,2026-04-29,2026-02-21,2026-02-03
e64a62c2-f5e3-4305-92ce-6d5d97cd19a8,756daa27-2c1f-4338-8dc6-b275a114a273,check,4906.82,3e3ae81f-afd4-4c38-b419-c80f30aff6b8,2026-02-17,2026-01-01,2025-11-24
16fa64d8-bdf1-423e-829e-b9f4ebd65687,23b0abb5-0d5b-40dc-90ef-dcb51731683f,check,5682.6,0c8c9d44-fe88-4a62-b8d5-4b7938778241,2026-03-27,2026-01-16,2025-12-17
810991fa-14d4-4f24-ac1e-4a94209e3ac1,bc7d4a16-a786-4bee-804c-f62a8092a8aa,debit_card,2558.11,81cb2776-d3e5-4cb5-964f-7463a56849e5,2026-04-16,2025-06-08,2025-09-06
1e1a6227-b0f1-4fb5-af0e-7b60f01ea3af,29674d47-01fd-4600-a86a-d3c0aa002779,debit_card,8917.11,43ecf169-9bf9-4f06-a6b4-369b6f841a77,2025-06-18,2025-12-24,2026-02-04
7bf70e99-89ee-4363-8cf7-ef18d40f1bb2,69a294c1-3b42-4025-8316-5628501b45a1,debit_card,3501.46,9f353072-a6c0-425f-9173-fde0970df72b,2025-09-15,2025-06-21,2026-02-10
b1403170-e336-4c60-8d9b-36e41b72d29f,cf0170c4-b338-49cc-a932-4f5f4993d932,check,566.42,09e50535-f07b-405d-b3bd-6238cf6e0fc1,2026-02-04,2025-09-01,2025-07-23
c9602979-f3b6-4f33-aebe-fdc401c0dc29,cba55283-1886-4a40-9434-eb3cfda5d3d9,credit_card,919.57,263337e3-1069-4e42-9c11-11cf588f901d,2025-05-31,2025-06-09,2026-03-24
8c24e10c-2861-4aa4-89e5-d9276e316f78,45423d50-6c43-444c-971d-ce8bab9e90cf,check,4637.83,f506c44e-7a45-4080-9c9b-6aff8b63c604,2025-09-19,2025-08-24,2025-07-12
3c2ab924-d5cf-4efe-8b84-124e452afb6d,92d75343-3b39-4ae3-97ba-c96a8e83a950,check,2711.49,58b598b3-2d1f-4db0-85f3-cc953bc6e061,2026-02-07,2026-02-03,2025-09-14
cf47c753-4c2d-49be-8af4-718c15935409,b48475c7-2ccd-4a72-b70c-4e80c099e4db,check,9063.19,bfacc0c0-d440-4a0f-9cf4-2f81f3729c60,2025-10-01,2025-09-08,2026-01-16
9ed75c50-3546-44b7-9232-6b9ed2dd4b2a,1f46186b-4b02-4d5f-9de7-24b02ab0764a,credit_card,3355.73,f3c095e6-bf5e-48ad-87d7-4be27d154056,2026-04-26,2026-02-28,2025-10-25
25f13496-2bbf-423e-b19b-c18b1ef82cb6,7276a1b7-a7d6-43c1-8d4a-bffd636896fa,check,7769.05,8e0bba7b-432c-49cb-8b38-b7aff7da6339,2025-09-10,2025-06-04,2025-11-09
eb9b99a4-cee9-429a-9739-e85eceb29c76,adf0db66-84e2-41af-ac2f-a177644f28d5,check,1973.46,eb3bb1ce-feda-42bc-b5e7-17ae83bf0c3b,2025-08-24,2025-09-09,2025-10-30
7d30a7b9-5d16-4e46-99ef-7245931be1d8,28efb9a3-201d-48ae-80ab-dbce98817572,debit_card,9014.84,36277448-7a6e-40e0-a0ca-a95dc1838cff,2026-01-30,2025-12-11,2026-03-03
3e24ed1f-bea3-4768-937e-4c31187828d8,b7c094d1-0dc1-417a-9090-b0067cf9e48d,credit_card,3886.32,4f001a30-ad1b-4ee6-9195-ffc26fe0aed5,2025-12-05,2025-12-22,2025-06-07
d21ef248-3549-4bde-bf52-a04139dea2de,01dc5a70-c8ad-40d0-9d2c-54986c31766e,check,79.96,8bb3a512-464c-437f-9f0a-6c21612ba589,2025-07-19,2025-12-18,2025-10-09
d5bb9d96-a710-4b5f-a413-f9a078a7790d,eceff1e3-c7b4-4536-92e3-159f2c9665f9,check,8977,91ad1472-3ab9-40b5-b341-7503253aabc5,2025-09-18,2025-09-23,2025-08-16
2c25cdab-9217-4755-a91c-cd663caacb06,caa97427-a189-4f50-b5f1-c55115d3e68f,credit_card,279.8,0a94b65f-01ac-4e87-af13-518d27cd799d,2026-03-16,2025-09-25,2026-01-20
4bf8742f-8647-4a1a-9beb-762222289475,87549b99-86af-41be-a096-25039425c56e,credit_card,4872.16,2aef8ad7-9061-40cf-ba0f-0373b18ada8a,2026-05-06,2025-12-17,2026-03-25
d7a35151-4e03-4565-b95c-f749ba3b2b0d,ba94de12-38a3-4ce1-a3ac-b9f0e71e797e,debit_card,6513.85,9133d5d3-4f2b-4fc1-81f0-31b47c451cc6,2026-03-21,2026-03-05,2026-03-07
10b930f1-d10b-4075-9b69-8bb113fa9380,b5d6c4bb-ddf7-42c2-ba7c-7ad3dbeea05c,pix,9467.22,8e0702f1-256c-43cf-91a7-90e284deee26,2026-02-17,2026-05-16,2025-09-02
b35a7bfb-2736-4350-9e47-ffa686c6d9fb,23ba5542-1e15-40a3-b718-5be5bd537c9f,credit_card,4935.14,87fc5947-35e2-40ed-aaf3-25505a56e7fc,2026-04-24,2025-11-01,2025-07-26
821d1422-8ce2-4f13-82d1-9c3cd572df40,97e84fc5-308f-40e9-b8bc-9ad5f1aaf564,debit_card,2634.95,aad02416-fd3a-4efb-b8af-02b5082d8f89,2026-04-11,2025-06-13,2026-02-14
16868040-4cab-4b10-98b4-81b5a72b9a71,5b892d24-83f6-41ca-bb47-90937d6129d6,check,189.03,ca5d1d96-e762-41ba-88d3-facdcbdce3db,2026-04-23,2025-07-03,2025-12-06
c8aa1101-1ca9-483c-af06-724fc0a89d07,239a13b3-6930-404b-ae76-02d3a916138a,credit_card,5317.52,656a9b23-c581-4b3f-9901-71e2d1fd65d1,2026-01-11,2025-07-26,2025-08-11
5cdd4829-c6cc-4576-addb-057f4ff2e97d,91b9456b-3234-4fee-8e2b-486fb404dc7a,credit_card,9157.26,ab2e0e64-143e-4cb4-a28d-27855698ff1f,2025-10-13,2026-02-07,2025-09-21
1ffb7017-78fd-44ff-bded-390ac0641786,2b365453-c8cb-4829-8a3d-e82eb9b71690,pix,6557.98,b7bdfc71-7b66-4363-a6c3-d147b7543168,2025-10-11,2026-04-04,2026-05-28
172b0f19-398e-4c87-a3ad-be95940db98f,2b835467-e573-4b55-9973-1ae658026879,credit_card,6827.44,c3a9806d-132b-4cf8-b2c5-ab62744415e6,2026-02-23,2025-10-04,2025-07-11
